0	0.20	
60	0.20	
120	0.20	
180	0.20	
240	0.20	
300	0.20	
360	0.20	
420	0.20	
480	0.20	
540	0.20	
600	0.20	
660	0.20	
720	0.20	
780	0.20	
840	0.20	
900	0.20	
960	0.20	
1020	0.20	
1080	0.20	
1140	0.20	
1200	0.20	
1260	0.20	
1320	0.20	
1380	0.20	
1440	0.20	
1500	0.20	
1560	0.20	
1620	0.20	
1680	0.20	
1740	0.20	
1800	0.20	
1860	0.20	
1920	0.20	
1980	0.20	
2040	0.40	
2100	0.40	
2160	0.40	
2220	0.40	
2280	0.40	
2340	0.40	
2400	0.40	
2460	0.40	
2520	0.40	
2580	0.40	
2640	0.40	
2700	0.40	
2760	0.40	
2820	0.40	
2880	0.40	
2940	0.40	
3000	0.40	
3060	0.40	
3120	0.40	
3180	0.40	
3240	0.40	
3300	0.40	
3360	0.40	
3420	0.40	
3480	0.40	
3540	0.40	
3600	0.40	
3660	0.40	
3720	0.40	
3780	0.40	
3840	0.40	
3900	0.40	
3960	0.40	
4020	0.40	
4080	0.20	
4140	0.20	
4200	0.20	
4260	0.20	
4320	0.20	
4380	0.20	
4440	0.20	
4500	0.20	
4560	0.20	
4620	0.20	
4680	0.20	
4740	0.20	
4800	0.20	
4860	0.20	
4920	0.20	
4980	0.20	
5040	0.20	
5100	0.20	
5160	0.20	
5220	0.20	
5280	0.20	
5340	0.20	
5400	0.20	
5460	0.20	
5520	0.20	
5580	0.20	
5640	0.20	
5700	0.20	
5760	0.20	
5820	0.20	
5880	0.20	
5940	0.20	
6000	0.20	
6060	0.20	
6120	0.20	
6180	0.20	
6240	0.20	
6300	0.20	
6360	0.00	
6420	0.00	
6480	0.00	
6540	0.00	
6600	0.00	
6660	0.00	
6720	0.00	
6780	0.00	
6840	0.00	
6900	0.00	
6960	0.00	
7020	0.00	
7080	0.00	
7140	0.00	
7200	0.00	
7260	0.00	
7320	0.00	
7380	0.00	
7440	0.00	
7500	0.00	
7560	0.00	
7620	0.00	
7680	0.00	
7740	0.00	
7800	0.00	
7860	0.00	
7920	0.00	
7980	0.00	
8040	0.00	
8100	0.00	
8160	0.00	
8220	0.00	
8280	0.00	
8340	0.00	
8400	0.00	
8460	0.00	
8520	0.00	
8580	0.00	
8640	0.00	
8700	0.00	
