0	0.0	
60	0.2	
120	0.2	
180	0.2	
240	0.2	
300	0.2	
360	0.2	
420	0.2	
480	0.2	
540	0.2	
600	0.2	
660	0.2	
720	0.2	
780	0.2	
840	0.2	
900	0.2	
960	0.2	
1020	0.2	
1080	0.2	
1140	0.2	
1200	0.2	
1260	0.2	
1320	0.2	
1380	0.2	
1440	0.2	
1500	0.2	
1560	0.3	
1620	0.3	
1680	0.3	
1740	0.3	
1800	0.3	
1860	0.3	
1920	0.3	
1980	0.3	
2040	0.4	
2100	0.4	
2160	0.6	
2220	0.6	
2280	0.6	
2340	0.6	
2400	0.6	
2460	0.6	
2520	0.6	
2580	0.6	
2640	0.6	
2700	0.6	
2760	0.6	
2820	0.6	
2880	0.6	
2940	0.6	
3000	0.6	
3060	0.6	
3120	0.6	
3180	0.6	
3240	0.6	
3300	0.6	
3360	0.6	
3420	0.6	
3480	0.6	
3540	0.6	
3600	0.6	
3660	0.6	
3720	0.6	
3780	0.6	
3840	0.6	
3900	0.6	
3960	0.6	
4020	0.6	
4080	0.6	
4140	0.2	
4200	0.2	
4260	0.2	
4320	0.2	
4380	0.2	
4440	0.2	
4500	0.2	
4560	0.2	
4620	0.2	
4680	0.2	
4740	0.2	
4800	0.2	
4860	0.2	
4920	0.2	
4980	0.2	
5040	0.2	
5100	0.2	
5160	0.2	
5220	0.2	
5280	0.2	
5340	0.2	
5400	0.2	
5460	0.2	
5520	0.2	
5580	0.2	
5640	0.2	
5700	0.2	
5760	0.2	
5820	0.2	
5880	0.2	
5940	0.2	
6000	0.2	
6060	0.2	
6120	0.2	
6180	0.2	
6240	0.2	
6300	0.2	
6360	0	
6420	0	
6480	0	
6540	0	
6600	0	
6660	0	
6720	0	
6780	0	
6840	0	
6900	0	
6960	0	
7020	0	
7080	0	
7140	0	
7200	0	
7260	0	
7320	0	
7380	0	
7440	0	
7500	0	
7560	0	
7620	0	
7680	0	
7740	0	
7800	0	
7860	0	
7920	0	
7980	0	
8040	0	
8100	0	
8160	0	
8220	0	
8280	0	
8340	0	
8400	0	
8460	0	
8520	0	
8580	0	
8640	0	
8700	0	
8760	0	
8820	0	
8880	0	
8940	0	
9000	0	
